"","Rank","Team","2016","Last 3","Last 1","Home","Away","2015"
"1","1","Cal St Nrdge","31.8%","30.8%","17.2%","31.7%","31.9%","29.1%"
"2","2","New Mexico","31.7%","29.8%","42.3%","35.8%","27.6%","29.8%"
"3","3","Towson","31.6%","38.6%","36.7%","33.0%","30.5%","31.5%"
"4","4","Evansville","31.6%","37.8%","18.6%","35.6%","28.0%","31.9%"
"5","5","TX Southern","31.6%","34.6%","47.6%","32.6%","31.1%","29.0%"
"6","6","Dayton","31.1%","41.6%","37.3%","29.1%","33.2%","28.6%"
"7","7","SIU Edward","31.0%","26.6%","25.5%","33.9%","29.2%","26.0%"
"8","8","Col Charlestn","31.0%","31.2%","22.2%","36.0%","27.1%","23.7%"
"9","9","Brown","30.7%","27.7%","24.6%","31.9%","29.3%","26.3%"
"10","10","Mississippi","30.6%","31.7%","35.8%","33.5%","26.6%","29.5%"
"11","11","South Dakota","30.6%","33.7%","18.7%","33.8%","28.7%","22.5%"
"12","12","Tennessee","30.5%","26.7%","26.2%","34.7%","24.8%","25.3%"
"13","13","Gard-Webb","30.3%","29.7%","19.3%","33.8%","28.3%","25.4%"
"14","14","St Bonavent","30.0%","33.9%","30.1%","31.2%","28.7%","27.3%"
"15","15","Incarnate Word","30.0%","24.7%","21.9%","33.4%","27.4%","25.7%"
"16","16","Howard","29.8%","43.1%","63.5%","28.6%","30.5%","32.6%"
"17","17","E Tenn St","29.7%","34.0%","25.8%","30.1%","29.5%","25.2%"
"18","18","Nevada","29.7%","24.5%","20.3%","31.3%","28.4%","30.3%"
"19","19","Southern","29.6%","32.6%","49.4%","33.1%","27.3%","27.7%"
"20","20","Grand Canyon","29.6%","31.5%","40.1%","30.8%","28.2%","29.8%"
"21","21","Auburn","29.5%","27.8%","34.4%","35.4%","23.9%","28.8%"
"22","22","BYU","29.5%","28.8%","14.8%","31.4%","27.5%","26.2%"
"23","23","Weber State","29.4%","34.2%","43.2%","33.0%","27.0%","30.9%"
"24","24","Boise State","29.4%","27.3%","17.8%","32.8%","26.5%","29.3%"
