"","Rank","Team","2013","Last 3","Last 1","Home","Away","2012"
"1","1","S Dakota St","20.6%","23.2%","26.5%","19.6%","21.1%","24.3%"
"2","2","Wichita St","22.1%","23.8%","26.9%","21.1%","22.9%","23.9%"
"3","3","Princeton","22.7%","23.1%","20.0%","22.5%","22.9%","27.2%"
"4","4","Virginia","22.7%","18.9%","22.2%","20.6%","24.7%","25.7%"
"5","5","Bucknell","23.1%","21.0%","28.6%","22.0%","24.0%","21.0%"
"6","6","Dartmouth","23.5%","29.3%","35.7%","21.7%","25.2%","30.0%"
"7","7","Arizona","23.6%","35.4%","30.6%","21.6%","25.3%","24.0%"
"8","8","Columbia","23.9%","31.0%","31.8%","24.8%","23.0%","25.5%"
"9","9","Michigan St","23.9%","22.7%","14.3%","23.7%","24.2%","25.4%"
"10","10","Yale","24.4%","17.4%","19.4%","21.5%","26.1%","27.6%"
"11","11","Tennessee","24.4%","22.1%","19.0%","26.3%","22.7%","25.6%"
"12","12","Quinnipiac","24.6%","23.2%","26.8%","25.7%","23.9%","22.0%"
"13","13","Colorado","24.6%","28.9%","22.2%","22.5%","27.2%","28.4%"
"14","14","Boise State","24.8%","32.7%","33.3%","20.4%","28.1%","22.5%"
"15","15","Utah State","25.0%","24.3%","31.0%","23.4%","26.8%","25.3%"
"16","16","Villanova","25.1%","19.2%","20.0%","24.2%","25.8%","26.7%"
"17","17","St Josephs","25.2%","26.5%","30.0%","25.5%","24.9%","31.3%"
"18","18","Stony Brook","25.2%","30.5%","39.4%","23.1%","26.8%","26.0%"
"19","19","GA Tech","25.3%","30.5%","42.4%","27.1%","23.4%","26.2%"
"20","20","Middle Tenn","25.3%","27.2%","30.0%","26.1%","24.6%","26.9%"
"21","21","Holy Cross","25.4%","26.7%","26.3%","24.0%","26.3%","28.3%"
"22","22","Wisconsin","25.5%","31.7%","34.4%","25.2%","25.7%","23.6%"
"23","23","N Dakota St","25.5%","28.6%","25.0%","24.8%","25.8%","22.8%"
"24","24","N Iowa","25.5%","17.0%","18.8%","23.3%","27.1%","24.4%"
"25","25","Wash State","25.5%","14.8%","27.8%","23.7%","27.5%","25.2%"
"26","26","Indiana","25.5%","29.4%","26.9%","24.0%","28.0%","27.5%"
"27","27","Drake","25.5%","19.2%","18.2%","24.7%","26.2%","27.1%"
"28","28","W Illinois","25.5%","27.5%","34.8%","20.8%","28.1%","24.5%"
"29","29","Brown","25.6%","21.1%","17.6%","22.6%","28.2%","24.6%"
"30","30","Stanford","25.6%","25.3%","32.1%","26.5%","24.9%","26.9%"
"31","31","St Fran (NY)","25.7%","24.0%","22.2%","26.7%","25.0%","32.0%"
